# m1[Msun], m2[Msun], f_gw[Hz], inclination[rad], x_gal[kpc], y_gal[kpc], z_gal[kpc], Pala_reassigned
0.7013220316,0.0489177445,0.0003777447,0.3829951153,-8.1220551206,-0.1828230114,0.1321498670,0.0000000000
0.6990805520,0.1773660171,0.0002541560,1.6230507587,-8.2574827029,-0.0312095353,0.1702772452,0.0000000000
0.6984155882,0.0754236020,0.0003856591,0.3471063218,-8.3075901262,-0.0869970315,0.1229153948,0.0000000000
0.6998766337,0.0922441425,0.0003670256,1.9654559946,-8.0096892512,-0.3826086574,0.2780233072,0.0000000000
0.7011117152,0.0912039412,0.0003676536,2.0614680681,-7.8947864851,-0.2995657941,-0.0994861072,0.0000000000
0.7004338750,0.0409424990,0.0004123126,1.5684740558,-8.1405716773,0.0917467960,-0.1738776792,0.0000000000
0.7001315259,1.1784513471,0.0000562322,2.2696056632,-8.0735214069,0.0762128263,0.0080935937,1.0000000000
0.7010711487,0.1081664690,0.0003380307,1.8852119624,-7.9218659633,0.2271460519,0.2793572336,0.0000000000
0.6995362666,0.0523073624,0.0003863287,2.4182163602,-8.4661382915,-0.0593599107,0.2956743295,0.0000000000
0.7006565764,0.4479391983,0.0001190350,1.2907136401,-8.0836084007,-0.3159695234,-0.3108409708,0.0000000000
0.7000235855,0.1219261194,0.0003112157,0.4810078154,-8.4039650897,-0.1036054578,-0.0731040181,0.0000000000
0.7011860382,0.1246311995,0.0003107467,1.2253909254,-8.3322625834,0.1011566550,-0.2760499137,0.0000000000
0.7006935479,0.1482659144,0.0002827409,2.5912259968,-7.8741520877,0.1629522863,0.1564306251,0.0000000000
0.6990908724,0.1628730589,0.0002679678,1.7929112942,-7.6873549397,-0.1005661368,0.0689400262,0.0000000000
0.6997207800,0.1444527893,0.0002848536,1.9953888468,-8.1713051181,0.0700894684,-0.2498117701,0.0000000000
0.7013488239,0.0544811353,0.0003699664,1.2717601787,-8.4586193346,0.3050873805,-0.0109717918,0.0000000000
0.6990242708,0.0396799113,0.0004270962,2.1990727363,-8.5349047791,-0.1981549978,-0.1475547917,0.0000000000
0.7011388770,0.1436964633,0.0002859474,2.4885331429,-8.3707705652,0.0798523837,0.0073835864,0.0000000000
0.7015655887,0.1528217114,0.0002774668,0.6927715470,-8.0948327852,0.2338999806,-0.1541564508,0.0000000000
0.6984602194,0.1478157722,0.0002817362,0.3232852102,-8.1628899356,0.2951776492,0.0939389514,0.0000000000
0.7014311551,0.1340797992,0.0002969956,2.1938135455,-7.9984439117,-0.2274414355,0.3439554309,0.0000000000
0.6996897556,0.0414838991,0.0004124409,1.0084563502,-7.7931858223,-0.2027299564,-0.0127403136,0.0000000000
0.6987170143,0.0865857161,0.0003763927,1.6744769457,-8.1590270613,0.1022608646,0.0279231489,1.0000000000
0.7005767039,0.1471995000,0.0002834586,0.9486833031,-7.8623618621,0.1703535445,0.1774097332,0.0000000000
0.6995515773,0.0949978442,0.0003604241,0.9894994491,-7.6818879920,-0.1596385999,-0.0515291410,0.0000000000
0.6996321133,0.1995857824,0.0002171717,1.7895904153,-7.8449335112,-0.2075202698,-0.0152568176,0.0000000000
0.6999176687,0.1197583068,0.0003175107,2.3191908525,-8.4567219002,0.1592495277,0.0104780264,0.0000000000
0.6999072716,0.0947948258,0.0003577668,1.7350672189,-7.7589868874,0.1671904245,0.2546511146,0.0000000000
0.7001931171,0.1988256920,0.0001756772,1.6242343283,-7.7301260975,0.2348573763,0.0071927703,0.0000000000
0.7000886150,0.0673289484,0.0003859130,2.4240942442,-8.2398725208,-0.2201537908,-0.0150216506,0.0000000000
0.6976759093,0.1122126322,0.0003265657,1.2850566730,-8.0045574321,0.1499728968,0.0421343699,0.0000000000
0.6964761556,0.5464463897,0.0001061642,1.3855211512,-7.9124511104,0.0733386755,0.1192068040,0.0000000000
0.7015401976,0.0396854488,0.0004327265,0.5967577490,-8.1064305208,0.2308927969,0.0169161785,0.0000000000
0.7000682299,0.0555437997,0.0003844648,1.3404632143,-8.1584571171,-0.1606327624,0.0577483696,0.0000000000
0.6999091068,0.1036087933,0.0003428819,0.4759059957,-8.5118316408,0.2249409311,0.0249120252,0.0000000000
0.6993903704,0.0653184651,0.0004057166,1.5003394038,-8.2717751185,-0.1476126479,-0.1244979233,0.0000000000
0.6992127573,0.4930518359,0.0001129747,2.5466166611,-8.1701053312,-0.1707874604,0.1529149406,0.0000000000
0.7013974110,0.1771947111,0.0002546696,1.0372594127,-8.0479991848,0.1843967987,0.1076483988,0.0000000000
0.6999226057,0.0674062477,0.0003858888,1.8085969832,-7.8661701171,-0.2201658785,0.1016184999,0.0000000000
0.6995697371,0.1199585058,0.0003161085,1.3913692814,-7.9545891153,-0.0165018211,0.2363886416,0.0000000000
0.7008977230,0.0399884111,0.0004267908,1.7547591617,-8.1921915400,-0.1315536197,0.2202952098,0.0000000000
0.6993991416,0.3987515386,0.0001269168,1.7274308369,-8.0604489276,0.0480003015,-0.2789306483,0.0000000000
0.7011594198,0.0425887461,0.0004105921,1.8729902391,-8.2902009290,-0.4547439233,-0.0839735455,0.0000000000
0.6983739159,0.7347080662,0.0000841347,2.0165696435,-8.1281095670,-0.0560268265,0.1205822717,1.0000000000
0.6980114847,0.1478963086,0.0002815858,0.6967132422,-7.8637753179,0.2040918761,-0.0697110762,0.0000000000
0.6994556185,0.0406963516,0.0004237466,1.4030951412,-8.3763637073,-0.1131519460,0.2922139770,0.0000000000
0.6995058045,0.0806165805,0.0003874954,1.7902546631,-8.4240197453,-0.1882544031,0.2418101507,0.0000000000
0.7007513635,0.1794350893,0.0002527059,1.1824558432,-8.4083395903,0.0468263594,-0.1441547167,0.0000000000
0.7004197410,0.1015299890,0.0003452859,1.0152504052,-8.0347891985,0.3104338975,0.2629907747,0.0000000000
0.6983192184,0.1840606913,0.0002490668,0.7195853842,-8.1179116723,-0.3114205992,0.0491676922,0.0000000000
0.6981993006,0.1431298028,0.0002875546,1.9866255698,-8.1180256360,0.1009219294,0.0203762164,1.0000000000
0.6996909151,0.0671147726,0.0004044016,2.6583644137,-8.2417159218,-0.1685067096,0.0670640633,0.0000000000
0.6992415417,0.1482977399,0.0002830460,1.6895485315,-8.2589103347,0.1769152999,0.0883944710,0.0000000000
0.7004360654,0.1330394629,0.0002983559,1.0646939523,-8.0605866377,-0.0095869805,0.2110393819,0.0000000000
0.6998140847,0.4887402222,0.0001135840,0.7677278512,-8.5607501791,-0.1266573240,-0.0943574938,0.0000000000
0.7011171288,0.1604091875,0.0002704839,1.2778125411,-8.3134381872,0.1566184195,0.0330556430,0.0000000000
0.7002771699,0.1539847239,0.0002750739,2.3586766343,-7.9572712817,0.4694499644,0.0020751979,0.0000000000
0.7025079038,0.0417318273,0.0004149324,0.3771625097,-7.9515119753,-0.0100388928,-0.2710654971,0.0000000000
0.7009715098,0.0638323251,0.0003911062,1.8292555535,-8.6077745239,0.0483277678,0.0915332988,0.0000000000
0.6995541919,0.1494048910,0.0002818095,1.7162228291,-8.5749278739,0.1764082113,-0.0047913265,0.0000000000
0.6998242820,0.0996264292,0.0003501950,2.2641625612,-8.2502647402,-0.1104969772,0.0247414892,0.0000000000
0.7000835877,0.0404768010,0.0004281058,2.3326065112,-8.2346205730,-0.0243817767,-0.2255231537,0.0000000000
0.6985373458,0.1382931326,0.0002920869,0.5333165372,-8.1836089852,0.0085771817,0.2647841854,0.0000000000
0.7004994829,0.1553834122,0.0002748912,1.0259097339,-7.7595305559,-0.2932201377,-0.0695614609,0.0000000000
0.7012333346,0.0868836977,0.0003761693,2.7926759588,-8.5603818604,-0.1707321635,-0.0111832481,0.0000000000
0.7004170107,0.2016169642,0.0002096572,1.7741186234,-7.8909791608,-0.2770181667,0.1037025798,0.0000000000
0.6990461972,0.1667472280,0.0002642125,0.3464320414,-8.3564580403,-0.1926844927,0.1976176663,0.0000000000
0.6987960136,0.0735241740,0.0003852208,0.6342529178,-8.2177243864,-0.0138976104,0.0935664467,2.0000000000
0.7001616214,0.0592868348,0.0004061482,1.7855356967,-8.5393759338,-0.0626646162,0.1283237270,0.0000000000
0.6999249635,0.1679100164,0.0002623308,2.4267813133,-8.3306449208,-0.1985098219,-0.2426629818,0.0000000000
0.6986669694,0.0394409315,0.0004119548,2.2914570099,-7.7736566579,-0.2517532687,0.1016657172,0.0000000000
0.7003967715,0.1328124232,0.0002992557,1.7238368314,-8.4958234435,0.2436341976,-0.0473766972,0.0000000000
0.7005586135,0.0413582710,0.0004086435,0.9596086075,-8.2523154467,0.4083771982,-0.1990863740,0.0000000000
0.7009367805,0.1523541816,0.0002783331,1.1220666286,-7.9890537506,-0.1943815490,-0.1113836477,0.0000000000
0.7020109360,0.0594758379,0.0004063051,0.4761059535,-7.6248107623,0.0162215492,-0.0217764865,0.0000000000
0.7004962823,0.1500626564,0.0002778893,0.8711597060,-8.2347837531,0.1192448583,-0.4454209240,0.0000000000
0.7001902325,0.1145746788,0.0003279946,1.5438783595,-7.9100492093,0.1046284143,0.0267129333,0.0000000000
0.7023117596,0.1205578003,0.0003138064,1.6298118081,-8.1013523573,0.2996147423,-0.0115504211,0.0000000000
0.6991900568,0.0397584178,0.0004077301,1.7669113886,-8.5517117889,0.0304509555,-0.0340398774,0.0000000000
0.7005316044,0.0401483625,0.0004184737,1.9772345919,-7.9548188452,-0.0235920652,-0.3902299810,0.0000000000
0.7002183418,0.0403178671,0.0004318184,1.6033456884,-8.0594576009,-0.1952215665,0.2433386229,0.0000000000
0.6991465748,0.0655574101,0.0003858749,1.3198667661,-7.9865073816,-0.0295608177,0.1782010762,0.0000000000
0.6983393802,0.0565270051,0.0004341408,1.7416147589,-8.1118301414,-0.0507027260,0.1212756118,1.0000000000
0.6993436769,0.0407494434,0.0004137012,1.4282476402,-8.1412276629,0.1257710171,-0.2127474018,0.0000000000
0.6983341158,0.0568373549,0.0004039600,1.1487169723,-8.4537732542,0.1614236286,-0.0191823569,0.0000000000
0.6996060319,0.0426592797,0.0004138746,0.7202470949,-8.1140126187,-0.0767168405,-0.2134077252,0.0000000000
0.7002620456,0.0389369533,0.0004220763,2.9659060574,-7.7633157728,0.1875271290,-0.0405371415,0.0000000000
0.6998023845,0.1236218300,0.0003114583,1.3370665984,-8.0481516406,0.2971152055,0.1268565038,0.0000000000
0.6988433031,0.2962617153,0.0001454412,2.7697720172,-7.7672032115,-0.1852008623,0.2317577227,0.0000000000
0.7003230423,0.1026434439,0.0003477097,1.4513632087,-8.2774972755,-0.1992835428,0.2105422410,0.0000000000
0.6996033177,0.0794788417,0.0003885713,1.5250327348,-7.9570091105,-0.0359430213,-0.0512303766,0.0000000000
0.6983433912,0.3812977557,0.0001298964,1.3778293155,-8.2385955027,-0.2219746745,-0.0079925914,0.0000000000
0.7000027064,0.0955085737,0.0003589981,1.0361344112,-7.8430394477,-0.0401542509,0.3016853759,0.0000000000
0.6994956694,0.1569618208,0.0002731680,1.2043987473,-7.6868272484,-0.1422904688,-0.0132456084,0.0000000000
0.7002057976,0.1121456638,0.0003290244,2.2437529613,-8.0457146730,-0.4335372746,-0.0720398930,0.0000000000
0.6996568325,0.0409730132,0.0004282741,1.0024347437,-8.3991523010,0.3408724072,0.1551295556,0.0000000000
0.6984950367,0.4196647509,0.0001236016,0.6362915261,-8.0968246571,-0.4250604397,0.0327394300,0.0000000000
0.7010531526,0.0952975195,0.0003582735,0.5134862340,-8.1141312541,0.4100037441,0.0879937921,0.0000000000
0.7003552371,0.0406420722,0.0004153509,1.9103987918,-8.2931109804,0.3304918873,-0.0346585665,0.0000000000
0.6981149943,0.1310119078,0.0003007182,1.4385611156,-8.3316909477,0.2746568332,0.0727863903,0.0000000000
0.6984441093,0.1231929269,0.0003111606,1.2971946159,-8.2480104923,0.3370680103,-0.1231287945,0.0000000000
0.6998854145,0.0916820960,0.0003659062,1.3479094549,-8.5691231290,-0.1926670817,-0.0802054990,0.0000000000
0.6999745575,0.1210907550,0.0003152571,1.6443448556,-7.9528914105,0.3137537167,0.1787656076,0.0000000000
0.6985565990,0.0482538013,0.0003840494,1.7828787518,-7.8118801492,-0.0025741167,-0.0746665055,0.0000000000
0.6988979142,0.1116795121,0.0003281886,2.1463378654,-8.0086441468,0.2524201407,0.1075141256,0.0000000000
0.7011195456,0.1238785330,0.0003126498,1.9905240249,-8.0941775064,0.0698014361,0.0815684993,2.0000000000
0.6990631865,0.0396664785,0.0004147613,0.6983264679,-8.3322598529,-0.1063181141,-0.4142303252,0.0000000000
0.7006042560,0.1590502293,0.0002708833,1.7826177827,-7.9649919787,0.1632732796,-0.1076950699,0.0000000000
0.7002501683,0.0673714328,0.0003952224,1.7383213808,-8.5794799089,0.0284060030,0.1856402098,0.0000000000
0.6998306625,0.1614066028,0.0002697082,1.7208708514,-7.9109689176,0.4242189415,-0.0688463105,0.0000000000
0.7017540323,0.2447955853,0.0001573935,2.2369099243,-7.8530206571,-0.1947705857,0.1029846017,0.0000000000
0.7001304805,0.1111857445,0.0003298604,1.2255707325,-8.4713001814,-0.0541514458,0.2895823920,0.0000000000
0.7008187387,0.0790518686,0.0003855425,1.2415002827,-7.7685341254,0.0591391469,0.0443462773,0.0000000000
0.6984653678,0.3766062108,0.0001302951,2.5883261306,-8.0274933136,0.2482976319,-0.3004332857,0.0000000000
0.7001361136,0.0823639181,0.0003833582,1.6869860735,-8.1347700824,-0.0962862736,0.1778102304,0.0000000000
0.7007527650,0.1619411696,0.0002681044,2.0579233038,-8.0262082535,0.2772269924,0.2496952773,0.0000000000
0.7003919863,0.0796721513,0.0003877756,2.6398025404,-8.5238462414,0.2328370213,0.0264867613,0.0000000000
0.6989258018,0.1990763112,0.0002452774,0.5996354446,-8.3475186829,0.4138316396,0.0148769716,0.0000000000
0.7003570490,0.0993923993,0.0003504113,1.5251618259,-7.8354801775,-0.3513579316,0.0673362108,0.0000000000
0.6996651620,0.1041719402,0.0003416422,2.1699410016,-7.8054605652,0.1562300720,0.2761553819,0.0000000000
0.7005115885,0.1081360911,0.0003359728,0.9500900585,-7.9365802533,0.2138487588,0.3982537865,0.0000000000
0.7013190679,0.1573219127,0.0002730441,1.6552475703,-8.0128729291,-0.2071331724,0.0754806336,0.0000000000
0.6981483385,0.1271544294,0.0003045114,1.4672309717,-8.2075072430,0.0047348948,0.1686256015,0.0000000000
0.6995797232,0.0935855025,0.0003618619,0.4518194003,-8.2497717076,-0.0636465976,-0.2307607314,0.0000000000
0.6983980940,0.0404901029,0.0004208376,1.1657652828,-8.0116186852,-0.2345673606,0.0733210832,0.0000000000
0.7003818459,0.0648673615,0.0003859618,1.9369679205,-8.1577848631,0.1936145413,-0.0318222495,0.0000000000
0.6996005811,0.1494910907,0.0002803179,1.0406339191,-8.3493830084,0.3038269659,0.1132678978,0.0000000000
0.6985183420,0.0548357370,0.0004050748,0.4034506034,-8.1438491900,0.3172499732,0.1975360817,0.0000000000
0.6999369069,0.0549898486,0.0004039425,2.1767394712,-8.0305432822,0.0813515058,-0.0659321870,1.0000000000
0.7017440410,0.1266797569,0.0003063697,0.8171114971,-7.9587203634,0.3068654339,0.0745427165,0.0000000000
0.7009291540,0.1048383898,0.0003425420,1.9992593414,-7.8511735107,0.1058545021,-0.2354827058,0.0000000000
0.7022390718,0.0554796295,0.0004028033,1.0613642183,-8.4213548615,-0.2351147469,0.3399880452,0.0000000000
0.6992328602,0.0851760982,0.0003754119,1.0042571745,-8.0515241596,-0.2393993233,-0.1595610831,0.0000000000
0.6994222653,0.3376817202,0.0001372350,1.5854451748,-7.9860779747,0.1838806723,0.1188237252,0.0000000000
0.7004668595,0.3424229833,0.0001365751,1.3036554386,-8.1616683205,-0.3506572115,0.1191699119,0.0000000000
0.7000846061,0.0615051038,0.0004072128,0.6526992789,-8.5206600692,-0.2723620151,0.0327519045,0.0000000000
0.7006322953,0.0759061813,0.0003937849,2.1479009877,-8.3259820760,-0.0961130521,0.4090265636,0.0000000000
0.7000669857,0.4151850871,0.0001245233,1.4157543910,-8.0561975763,0.3059932487,-0.0406327051,0.0000000000
0.7014907343,0.1830731796,0.0002503417,1.9445902500,-8.4206479081,0.1997834201,-0.3080241933,0.0000000000
0.6999187342,0.1281692424,0.0003047480,0.9232114279,-8.0231496182,0.0679743300,0.0526459935,1.0000000000
0.7000536160,0.1342553900,0.0002943011,1.7223917859,-8.3819140158,0.0593724158,0.1115517925,0.0000000000
0.7002854319,0.1319604443,0.0003005129,0.8663375110,-8.1538210994,0.1901321974,-0.0235778643,0.0000000000
0.6990522024,0.4385487486,0.0001209911,1.4456691689,-8.0910577863,0.1868710671,-0.0890297815,0.0000000000
0.7011110585,0.0923936591,0.0003661258,1.7491350847,-8.5101804134,0.2555251231,0.1451470707,0.0000000000
0.7007376126,0.1148259471,0.0003281606,1.1238800954,-8.1679725924,0.4618010385,0.1055833555,0.0000000000
0.7012924268,0.1518189605,0.0002788398,1.6812349656,-8.4809459090,-0.0128907590,0.0039099217,0.0000000000
0.6995840916,0.0406384835,0.0004234366,2.6345662111,-8.1480419582,0.0034508378,-0.0338694480,2.0000000000
0.6998654795,0.0565072744,0.0004040128,1.1956291666,-8.3691462682,0.0084685855,-0.0217759048,0.0000000000
0.7005401376,0.0881494989,0.0003749991,0.7845994804,-8.5106832227,0.0281255262,0.0775507879,0.0000000000
0.7005174765,0.1165081623,0.0003212548,1.4235816465,-8.2718685603,0.3155311988,-0.0502851893,0.0000000000
0.7009290159,0.1243163156,0.0003102352,2.1693139165,-8.3794525341,-0.1275800081,-0.2153223640,0.0000000000
0.6994130581,0.0929910849,0.0003605362,2.3793225596,-8.0683520274,-0.3170082279,-0.2531209784,0.0000000000
0.6993621034,0.0407135008,0.0004163447,1.2533292738,-8.3477324641,-0.3051165340,-0.1350253530,0.0000000000
0.7005658093,0.1456379471,0.0002824845,1.4857290190,-8.3811639339,-0.2308884674,0.0037033159,0.0000000000
0.6994467622,0.1295663467,0.0003016628,1.0362372149,-8.5180781514,0.1035137951,-0.0243639151,0.0000000000
0.7001027302,0.0407054548,0.0004167104,1.1021433228,-8.0498926289,0.1595563036,0.0872993747,0.0000000000
0.7008241483,0.1417659563,0.0002854815,0.9960428790,-8.2848678727,-0.0585265422,-0.3668156683,0.0000000000
0.7004407055,0.0405407759,0.0004266145,1.3892381611,-8.5638884848,0.0459451917,0.1939021791,0.0000000000
0.7010760865,0.1519907920,0.0002771368,1.0632828678,-7.8608971054,0.0555880436,0.3485715326,0.0000000000
0.6997070386,0.1792544230,0.0002529049,1.5892683694,-8.2514496014,-0.3068893183,0.1998383729,0.0000000000
0.7004077864,0.0783920883,0.0003926612,2.0245190527,-8.1247614584,-0.1900245483,0.0510104942,0.0000000000
0.6979501719,0.0499671740,0.0003942739,1.5816620185,-8.2589528192,-0.2421434635,0.2100604719,0.0000000000
0.6994222390,0.1466596311,0.0002839966,0.7782635372,-8.3390200683,-0.3155916494,0.1325844863,0.0000000000
0.6987242508,0.1063238925,0.0003382431,1.7738745970,-7.9800793127,0.0692716791,-0.2495993212,0.0000000000
0.6995571535,0.4225818186,0.0001230807,0.7391432330,-7.9697760575,0.0154984408,0.4711318130,0.0000000000
0.7003659881,0.1127517719,0.0003299350,2.9222661587,-8.0822066663,-0.1146474084,-0.0285516093,1.0000000000
0.6994574253,0.1394553939,0.0002927244,1.9748892889,-8.0309156990,-0.0329000353,0.1253254636,2.0000000000
0.7006285635,0.5311689680,0.0001079769,1.5912173799,-8.1481545090,-0.0819397112,0.3960348662,0.0000000000
0.7001710351,0.1076077693,0.0003387133,1.0552956882,-8.4633578088,-0.1240085803,-0.0306838607,0.0000000000
0.7013958141,0.1157085241,0.0003249303,0.5917640493,-7.9646514568,0.4163323361,0.0640319398,0.0000000000
0.6998200811,0.1261125384,0.0003095678,2.0551625776,-8.4939480936,0.2206054973,0.2364760374,0.0000000000
0.6999661309,0.1188849468,0.0003212434,1.5399033153,-8.2508442937,0.2224100522,-0.0278630874,0.0000000000
0.6991013382,0.1617180095,0.0002678734,2.5837368755,-7.9971730530,0.2086893579,-0.3868774430,0.0000000000
0.7001359983,0.1098929704,0.0003335843,1.4714649760,-8.2871805614,0.2121898163,0.0339718267,0.0000000000
0.7005089010,0.2260613958,0.0001629089,2.1348786687,-8.0810802697,0.1643876333,-0.1178474916,0.0000000000
0.7003483892,0.1374529411,0.0002952817,1.2516464959,-8.4220052640,-0.2058967471,0.2247481932,0.0000000000
0.7004006618,0.1084233607,0.0003392360,1.7144809700,-8.1712260794,-0.0171942742,0.0435186525,1.0000000000
0.6994518731,0.1098008380,0.0003349486,2.9329370948,-8.1205911175,-0.3692847962,-0.1242245533,0.0000000000
0.7003267774,0.1437845021,0.0002851381,1.4645294405,-8.4362281614,-0.0393603457,-0.0164189117,0.0000000000
0.7011181770,0.1153164197,0.0003236046,0.1241576307,-8.2801369554,-0.1323126235,0.2663124210,0.0000000000
0.7003876094,0.0744110954,0.0003991215,1.8780992477,-8.4238072532,0.1400364321,0.0323453884,0.0000000000
0.6988786535,0.0816207825,0.0003782096,2.7880669234,-8.3134157889,-0.4094005411,0.1822699468,0.0000000000
0.6996711977,0.1988735153,0.0001758694,2.0245658037,-7.9677612649,-0.2119013360,0.0608962392,0.0000000000
0.6996282424,0.2002750931,0.0002426341,2.2834364828,-8.2370690655,-0.4236132029,0.2561250271,0.0000000000
0.7008180166,0.5199681381,0.0001098507,2.3101540453,-7.7410233620,0.0802498171,0.1494125044,0.0000000000
0.7003926286,0.1557399473,0.0002733228,1.6210235482,-7.9444430831,-0.3861118628,0.0161248917,0.0000000000
0.7009024370,0.2018668625,0.0001740552,2.8324637765,-8.4041502544,0.0040218795,-0.0668391333,0.0000000000
0.6993922692,0.4043162042,0.0001257114,1.8920292171,-8.4281116918,0.1215624409,-0.1010891744,0.0000000000
0.7003323674,0.0936604850,0.0003647384,1.9396884992,-8.5344223055,-0.0637190145,-0.1656452747,0.0000000000
0.6983114740,0.1254103663,0.0003075346,1.2319329001,-8.2395051992,-0.1372058587,-0.3049827667,0.0000000000
0.7017403617,0.4776959613,0.0001151505,1.7075417968,-8.5748004449,-0.0349181242,-0.0818000099,0.0000000000
0.7002746902,0.1235356170,0.0003119155,1.3090397757,-7.8173436373,-0.1543497674,0.2317556072,0.0000000000
0.7021266792,0.1214001398,0.0003139277,0.4820885604,-7.9365297611,0.1996508768,-0.0873324108,0.0000000000
0.6988820991,0.0393315041,0.0004224093,2.5539177030,-8.1519381514,0.2820064254,-0.1272075545,0.0000000000
0.7006971254,0.0400952445,0.0004170365,1.2029193332,-7.9999367439,0.1144191118,-0.2701413464,0.0000000000
0.6983179366,0.0421990503,0.0004179488,0.1650026578,-8.0564138161,-0.4045070392,-0.1275603119,0.0000000000
0.6995385582,0.1233154691,0.0003105636,1.7209542635,-8.5235332368,0.1887132664,0.1309622145,0.0000000000
0.6995351367,0.1333453184,0.0002989473,0.3536781763,-8.1199741028,-0.1376739902,-0.3252306649,0.0000000000
0.6993521923,0.1404964916,0.0002904587,1.5998149562,-8.2438349116,0.0815965750,0.2714162677,0.0000000000
0.7002278182,0.0396589350,0.0004245849,1.6541913734,-7.8070881576,-0.0953803771,-0.1226909569,0.0000000000
0.6994891971,0.1206498882,0.0003133012,0.7861655112,-7.9868393462,0.0866077511,-0.1588171340,0.0000000000
0.6985597303,0.1178267597,0.0003241729,1.6160127725,-7.8453553264,-0.1553753611,-0.0054913990,0.0000000000
0.7002663846,0.0399569072,0.0004184878,2.3781731507,-8.2684733537,-0.1782667792,0.1240160899,0.0000000000
0.7007931077,0.1297287031,0.0003031941,1.1896308179,-8.5796877898,0.1704911553,0.0179842289,0.0000000000
0.7008571605,0.0637627532,0.0004036292,2.7079407077,-7.8468481287,-0.2580116909,0.2083476213,0.0000000000
0.6982077934,0.0645692738,0.0004064559,2.5366648651,-7.8477393718,-0.3065551143,0.0600768399,0.0000000000
0.6993815468,0.4479383543,0.0001193044,2.2579811857,-8.2846716889,0.0192154264,-0.0165465856,0.0000000000
0.6989639542,0.4646689178,0.0001169223,1.4612680284,-7.7954563881,-0.2013747317,-0.0391521639,0.0000000000
0.6992740682,0.1445002867,0.0002859548,1.2790162887,-8.4718826841,0.1786588264,0.0343321702,0.0000000000
0.6994543121,0.1988732349,0.0002367778,1.9959908193,-8.0698441123,0.4613307591,-0.0160315956,0.0000000000
0.7010898645,0.1247040267,0.0003088698,2.6897334681,-7.9539111844,-0.2383702082,0.1208415494,0.0000000000
0.7007767531,0.0406788872,0.0004111078,0.6197600062,-7.8763042431,0.3219260732,0.1794648312,0.0000000000
0.7016398063,0.1276575797,0.0003062916,1.6657233790,-7.8607407213,-0.3552398881,-0.1891865856,0.0000000000
0.6997471627,0.2760028425,0.0001496542,2.2669397962,-7.9001397717,-0.2387869339,0.2188946904,0.0000000000
0.7000204634,0.1242212829,0.0003115358,1.0811429112,-8.2403313406,0.4399874183,0.1510945547,0.0000000000
0.7002499015,0.1336942165,0.0002980862,2.0765026237,-8.3156574084,0.0950039440,0.2474537184,0.0000000000
0.7010886078,0.0413326756,0.0004114421,0.5186409359,-8.5216138820,-0.1165038837,0.0194270971,0.0000000000
0.7011708778,0.0405502902,0.0004309433,2.2764847334,-7.9825586451,-0.1508515698,0.2017451568,0.0000000000
0.6994201997,0.0632291086,0.0004063104,1.7649437671,-8.1914097034,0.2362779404,-0.0105456544,0.0000000000
0.6981592203,0.1858597517,0.0002481760,0.9556728754,-7.8507845547,0.2260378736,0.2507850327,0.0000000000
0.7007960457,0.4829559171,0.0001143937,0.8342521961,-8.3789951841,-0.3435910699,0.1364785318,0.0000000000
0.7006257743,0.0927205464,0.0003613639,2.0672064654,-8.2550220035,0.2390921918,-0.1913846832,0.0000000000
0.7003129920,0.1378875696,0.0002929475,1.1784276243,-7.8676126789,-0.4056176137,0.0505308998,0.0000000000
0.6990935262,0.0969229227,0.0003545729,0.9155776419,-8.1667037757,0.0050345679,0.2786289445,0.0000000000
0.6991345123,0.1551567507,0.0002744835,0.8413110428,-8.1110911285,-0.0808248141,0.4249196930,0.0000000000
0.7019595592,0.1081142775,0.0003374630,0.9382760044,-8.2943526179,0.3315585629,0.0167293159,0.0000000000
0.7001637190,0.0669415125,0.0004043470,1.3178325288,-8.0802792041,0.2934226107,-0.0879729637,0.0000000000
0.7014160966,0.0419163257,0.0004086467,0.7558762780,-8.4743145430,0.1661576269,-0.1789346674,0.0000000000
0.6986967518,0.1206477193,0.0003143171,2.2946684223,-8.0575106982,-0.0982633104,0.0987094748,1.0000000000
0.6986517205,0.4145416372,0.0001245214,2.5160290399,-8.2773792704,0.0723968205,0.0280579480,0.0000000000
0.6994482806,0.1121903568,0.0003291645,0.5847926293,-8.2404823513,-0.0206245878,0.2370014287,0.0000000000
0.6990401176,0.0966064488,0.0003576371,0.1536354808,-7.8704934415,-0.1325251580,0.1503340786,0.0000000000
0.7018988664,0.1405259328,0.0002894726,1.7137958776,-8.3291158314,-0.0167963747,-0.3060404117,0.0000000000
0.6991784043,0.0537456833,0.0004260940,2.0874500036,-8.1229181195,0.0936694839,0.0091168825,1.0000000000
0.7010767476,0.0553419056,0.0004027649,1.5762192940,-8.1189193818,-0.1015306314,-0.0319440358,2.0000000000
0.7005581867,0.0408198599,0.0004114815,1.6383156530,-8.1607962980,0.1988659312,0.1267754715,0.0000000000
0.7009494574,0.0963788991,0.0003570697,2.2117250710,-7.8334908841,-0.3718262264,0.1144621426,0.0000000000
0.7006176184,0.0615557219,0.0004062684,0.6081350040,-7.7456164027,-0.0327705203,-0.2761816064,0.0000000000
0.6984947063,0.1064632093,0.0003374070,0.8029275976,-8.1369652782,0.1965948158,0.2858053332,0.0000000000
0.6991322559,0.1287938448,0.0003050553,0.8416019920,-8.3666311357,-0.1407135975,0.3339999235,0.0000000000
