# m1[Msun], m2[Msun], f_gw[Hz], inclination[rad], x_gal[kpc], y_gal[kpc], z_gal[kpc], Pala_reassigned
<<<<<<< HEAD
0.7004470747,0.0390830098,0.0004124604,1.1938274199,-7.5223458151,-0.4019615905,0.0799594522,0.0000000000
0.7003597962,0.0487523438,0.0003743082,0.5948048347,-7.6530497205,0.2168762871,0.4327388840,0.0000000000
0.7001579493,0.1020663220,0.0003443521,1.8940060383,-8.7960009561,0.6077813582,-0.0124537059,0.0000000000
0.6988648180,0.0618114122,0.0003966663,1.1190184696,-8.0893869094,0.2095018521,0.5180980447,0.0000000000
0.7000999631,0.1296419835,0.0003037061,1.7685529163,-7.9371166408,0.7120021673,-0.1528315031,0.0000000000
0.6994964019,0.1246747254,0.0003112754,1.8346053888,-7.7549458643,-0.4812410778,-0.0475722113,0.0000000000
0.7013123039,0.0914194907,0.0003644411,2.4188713714,-8.1295552453,-0.2647005842,0.0183704046,0.0000000000
0.6983633584,0.1168513306,0.0003206745,1.3770494803,-8.3278801314,0.1957848382,-0.2475278139,0.0000000000
0.6998532793,0.1532860140,0.0002745578,0.2978101665,-8.1130463124,0.2414373952,0.0700511814,0.0000000000
0.6995233912,0.0536126895,0.0003979862,1.8029218805,-8.4136452726,-0.8780967444,0.1004538032,0.0000000000
0.6993918900,0.0870918498,0.0003708524,1.2622001506,-8.9725105507,0.2071249705,0.0437358251,0.0000000000
0.7006267400,0.3587245259,0.0001338472,0.9238588869,-7.8638155048,0.9049780592,0.0524245844,0.0000000000
0.6991924305,0.0995375203,0.0003487664,1.9169872396,-7.6081372548,-0.8533621491,0.0284006972,0.0000000000
0.6997381576,0.4161768713,0.0001243937,0.1031023688,-8.4265666110,-0.1520409227,0.2284195165,0.0000000000
0.7008387082,0.0641872797,0.0003950263,2.4155248640,-8.3089425247,0.0635903026,-0.0054512510,0.0000000000
0.6994518939,0.0401917045,0.0004092397,1.3376280901,-9.0306243047,-0.2817855851,0.0376126201,0.0000000000
0.6999015843,0.1062811416,0.0003390158,1.1337333370,-8.9089876200,-0.0489797608,0.1511609713,0.0000000000
0.6986195759,0.0587010395,0.0004014152,1.2855490294,-8.4668632732,0.0554444188,0.1182276697,0.0000000000
0.6987040423,0.0667328234,0.0004034567,1.0592889809,-7.1976184063,-0.0129319174,-0.1544183126,0.0000000000
0.7003255905,0.2616432476,0.0001533066,0.2392670534,-8.2755975760,-0.5121861253,-0.1510868383,0.0000000000
0.6995247431,0.1035235534,0.0003460336,2.0507626395,-7.5597333204,0.1654713564,0.1719739301,0.0000000000
0.6992098673,0.0614165700,0.0004073947,2.0947895714,-8.1219933163,0.9043602036,0.0779053058,0.0000000000
0.7013954703,0.4228343600,0.0001229736,1.2605492919,-8.2857567043,0.2827541543,-0.4172635801,0.0000000000
0.6995022384,0.0391175446,0.0004282277,1.2442569425,-7.9532309716,-0.3423056013,0.1462329408,0.0000000000
0.6980865900,0.1041599593,0.0003432273,0.8694905494,-8.6049699524,-0.2206524051,0.2654594170,0.0000000000
0.7010926818,0.0942574661,0.0003643661,1.0465671199,-8.1569367453,-0.2747605287,-0.2184209838,0.0000000000
0.7004500533,0.1008069816,0.0003504928,0.7943679959,-8.4960789666,0.7002551835,0.5262755198,0.0000000000
0.6985960512,0.1425680743,0.0002874799,1.8133091438,-8.3626577641,0.1910173187,-0.3414050654,0.0000000000
0.7005580870,0.0500257539,0.0003867022,1.0276839605,-8.9699515804,0.2324072824,-0.2633685161,0.0000000000
0.7014388573,0.0406495118,0.0004332214,1.2134848271,-8.7722187232,0.4096138822,-0.3794202220,0.0000000000
0.7001405697,0.0584769422,0.0004014083,2.6380261944,-8.1412568115,-0.1046416531,0.4232941365,0.0000000000
0.7002137292,0.0409564823,0.0004133022,1.3524908498,-8.4259959385,-0.6977520641,0.2900216726,0.0000000000
0.6984607348,0.0649073938,0.0004032484,1.0619477988,-8.0739942297,0.9546319513,-0.0698192145,0.0000000000
0.6991547588,0.1292381347,0.0003053148,1.0654594842,-7.7863007555,-0.0891941675,0.6188433525,0.0000000000
0.7002295615,0.6695815765,0.0000907217,1.1477404897,-8.4339022170,-0.7010472188,-0.0613341072,0.0000000000
0.7003600264,0.0418390676,0.0004230551,0.6417409802,-7.6331595335,0.7262587316,0.0735426812,0.0000000000
0.6986134318,0.1190824957,0.0003207610,1.2600270170,-7.6493791203,0.5723953029,-0.2475298393,0.0000000000
0.6989591846,0.5614546725,0.0001042440,1.3185910693,-7.5901454361,-0.5803196288,-0.5073057998,0.0000000000
0.6994207367,0.0399322688,0.0004244382,0.5177885845,-7.6039566676,0.4174087042,0.3643996202,0.0000000000
0.6996716513,0.0507124918,0.0003942308,1.4730393357,-8.1812295411,0.3720378119,0.3942961577,0.0000000000
0.6998815712,0.1086943151,0.0003401439,1.6722259427,-7.9967997748,0.7253608270,-0.2493884595,0.0000000000
0.7008015160,0.1498638202,0.0002795278,1.5742978191,-8.4714291121,-0.1531744471,0.1424529361,0.0000000000
0.6997386585,0.1335923964,0.0002982843,1.8253489948,-7.6049932088,0.0385217817,0.4089834763,0.0000000000
0.6987151028,0.1077522363,0.0003393005,1.7179367720,-7.5208817575,-0.7389009265,0.1403021111,0.0000000000
0.7007227744,0.1222393815,0.0003131342,2.0555242897,-8.3088265050,0.4611555830,-0.0078722651,0.0000000000
0.7001797332,0.1036797381,0.0003433519,2.2351834452,-8.7943887014,0.6299558275,-0.0069725602,0.0000000000
0.7003749739,0.0524812493,0.0003843454,2.1355683136,-8.8172291256,0.4788809900,0.1161161639,0.0000000000
0.7000663087,0.1094497572,0.0003356781,2.0876282550,-7.5538531352,0.0420291870,0.0667007423,0.0000000000
0.6993126102,0.0884017310,0.0003708842,1.0445322005,-8.1334217225,0.5416325470,-0.3178908558,0.0000000000
0.7009174506,0.1563270188,0.0002733604,2.4320106858,-7.3303941462,0.0189764178,0.0180084325,0.0000000000
0.6996235931,0.0392336797,0.0004100503,2.4372008624,-7.3805958119,0.1437325073,0.1856943994,0.0000000000
0.6994561105,0.0518043673,0.0003963543,1.1448430285,-7.5174837085,-0.0513877797,0.0208838740,0.0000000000
0.6999809512,0.1153671813,0.0003225771,1.7690025503,-8.1628665383,0.2824761651,-0.2122244958,0.0000000000
0.7015266237,0.1283225617,0.0003049110,1.7552141034,-7.7659631427,0.9186277644,0.1641724422,0.0000000000
0.7006162204,0.0970740712,0.0003562083,1.2185673174,-8.0216683014,0.9664834605,0.1311244761,0.0000000000
0.7002628370,0.2020201312,0.0001697638,2.0826923124,-8.1272456990,0.0204177281,0.1696543591,0.0000000000
0.6996199637,0.1281277296,0.0003024732,1.3118271643,-8.0484218375,0.7390230404,0.0516634491,0.0000000000
0.7008306150,0.1114794746,0.0003283878,1.5098920451,-8.8290873769,0.3506545244,0.2037408329,0.0000000000
0.6982150495,0.4459993401,0.0001198238,1.9484360434,-7.8148375817,0.0563083755,0.1680694268,0.0000000000
0.6998082630,0.3467013466,0.0001355492,0.4808990533,-8.1063767945,-0.0194059724,-0.8688225646,0.0000000000
0.6994292573,0.1114750798,0.0003318671,2.1704152541,-7.7580680770,-0.8624980952,-0.0473109350,0.0000000000
0.6995720974,0.0409867289,0.0004251469,1.9036798365,-8.1442921948,-0.7898041337,0.3519461001,0.0000000000
0.6970794497,0.4904315652,0.0001133547,1.4743978377,-8.4219121773,0.3698538327,0.3465108743,0.0000000000
0.7029495831,0.0416843278,0.0004297232,1.7346816393,-8.0118291834,-0.9668253397,-0.1194439933,0.0000000000
0.6987181024,0.0563927903,0.0003861909,1.5597048745,-8.0025126068,0.3479451722,-0.2724512872,0.0000000000
0.6990640495,0.0614264712,0.0004073649,0.8424236581,-7.9870594471,0.4480122099,0.1963653998,0.0000000000
0.6994737523,0.1222062929,0.0003124432,2.5173951660,-7.8058990844,-0.3660797341,0.1756890621,0.0000000000
0.7004756189,0.5560227967,0.0001051153,0.5919798237,-8.0096855882,0.9350308104,0.2148268599,0.0000000000
0.6999527045,0.1398539249,0.0002898836,0.7889671091,-7.8514401089,0.9275989262,0.1253279020,0.0000000000
0.7002535757,0.0993935255,0.0003482367,0.5303671011,-8.2982829484,0.7947585534,0.0672300483,0.0000000000
0.6981391010,0.0411837946,0.0004209130,1.1304381572,-8.6933412720,0.3038080703,0.0870529562,0.0000000000
0.7004901771,0.2008042907,0.0001790136,2.2309862397,-7.8043098254,0.2192043550,0.3178729133,0.0000000000
0.6990780348,0.2501710418,0.0001558476,2.3418308032,-7.9360184356,0.5105421304,0.0288559463,0.0000000000
0.7011531798,0.0411429355,0.0004320099,1.7745965257,-7.8122778969,0.3728696501,0.2950921989,0.0000000000
0.6998507545,0.0923406102,0.0003641861,2.7706310863,-8.3735348648,0.3178002765,0.3455277846,0.0000000000
0.6994757406,0.1992900787,0.0001705801,2.0041720724,-7.1431611267,0.1345148237,-0.0415100734,0.0000000000
0.7008378747,0.0387488976,0.0004284793,2.2363494111,-8.8782179666,0.4168072656,0.1587888966,0.0000000000
0.7008608453,0.0705559874,0.0003996757,1.6226910156,-8.0853475766,0.7732501105,0.0893133496,0.0000000000
0.6982248649,0.4243865101,0.0001230743,1.0271876841,-7.3937183240,0.4373701120,0.1964811883,0.0000000000
0.7016816689,0.1546369626,0.0002764704,1.3934097729,-8.5332450009,-0.6615594679,0.1453258151,0.0000000000
0.7004367846,0.1048376067,0.0003419459,2.7206332717,-7.1733208915,0.0479075721,0.0312081429,0.0000000000
0.6999553193,0.0884881256,0.0003721543,1.2647684311,-8.3214420891,0.3238629690,-0.0542457157,0.0000000000
0.6996496945,0.1114949623,0.0003279771,2.4998911407,-8.5088680758,0.7847960708,-0.0602258919,0.0000000000
0.6985422937,0.0386308089,0.0004334176,1.2251492432,-8.0509963577,0.4031928044,-0.6712688723,0.0000000000
0.6991870134,0.0397623820,0.0004160840,2.1465135912,-7.4980634116,0.3070463194,0.3772915143,0.0000000000
0.6993583597,0.1625998836,0.0002674934,0.7326772484,-8.5090528638,0.6697060211,-0.2603386760,0.0000000000
0.6996173358,0.0915540635,0.0003643360,0.4373399151,-7.7263084846,0.4462990898,0.1624459482,0.0000000000
0.7005911259,0.1316497476,0.0002991569,1.1602975889,-7.7264138823,-0.8887657897,-0.0213250497,0.0000000000
0.7002799148,0.1046201573,0.0003445130,2.1723345705,-8.7343267785,-0.1154184751,-0.4699187868,0.0000000000
0.7007727255,0.0403055268,0.0004119283,2.0659089832,-8.2625378722,0.2915185849,-0.0963642989,0.0000000000
0.6995243370,0.0700954644,0.0003968859,2.1789331664,-7.4685303418,-0.5267284487,0.1389640726,0.0000000000
0.6983045578,0.0497252549,0.0003915896,0.6607939343,-8.1122953756,0.4841100663,-0.0494114679,0.0000000000
0.7016378821,0.2969660091,0.0001446962,0.5274423344,-7.7678841310,-0.1964780041,0.0307107540,0.0000000000
0.7017478853,0.1296117180,0.0003033604,1.4548923387,-8.8818401343,0.4338962507,0.2732595741,0.0000000000
0.7002955468,0.0404961190,0.0004328009,1.0454600857,-8.5459929099,-0.4215662629,-0.0732995111,0.0000000000
0.7007729812,0.0944114091,0.0003599630,2.4675810739,-8.9559359833,-0.0615945960,0.2104858637,0.0000000000
0.7001908236,0.1514631808,0.0002791987,0.5762010457,-8.9404704988,0.4956341073,0.1755410526,0.0000000000
0.6996223094,0.1025702623,0.0003481648,0.6597335757,-8.2906454688,-0.0655265855,-0.6518713061,0.0000000000
0.7013898105,1.0455826193,0.0000623807,2.7855335893,-8.2445029071,-0.4380094369,0.2606347019,0.0000000000
0.7003977669,0.1336695522,0.0002974585,0.0905862328,-7.8152001995,-0.0949818418,-0.2467864017,0.0000000000
0.6986839231,0.0397885326,0.0004091156,1.0637580434,-8.4840213888,0.6497468118,0.2028729817,0.0000000000
0.7014136773,0.0376816239,0.0004359430,0.4233666304,-8.1014949563,-0.2621899710,-0.1455081083,0.0000000000
0.7010114965,0.0390740302,0.0004083981,0.2167425318,-7.7636523118,0.2182549529,0.3090610280,0.0000000000
0.7001143574,0.1100360795,0.0003366009,1.0849609709,-8.5035921527,-0.2668270440,-0.1863193927,0.0000000000
0.7006657988,0.0585901056,0.0004018805,2.2329192879,-8.9589666086,0.3952013525,0.0928648976,0.0000000000
0.7008543936,0.1615563449,0.0002675207,1.3169253747,-8.4433851007,-0.6004313910,-0.0283825548,0.0000000000
0.6988693175,0.7058687472,0.0000869916,1.1128328647,-8.5580299753,0.7641093180,-0.0770439231,0.0000000000
0.6992864323,0.0946889086,0.0003575452,1.6838566483,-7.2432395209,0.4193649962,-0.1589407134,0.0000000000
0.6999893565,0.4596423507,0.0001177965,2.9359855112,-8.0039525525,0.4275662189,0.1109065443,0.0000000000
0.7021518552,0.0558109074,0.0003913248,1.8460864642,-9.0307330504,0.0721290854,0.1720523264,0.0000000000
0.6998315474,0.0758702219,0.0003928900,1.0289129588,-8.6761880519,-0.6848659176,0.2053269951,0.0000000000
0.6998109259,0.4712288810,0.0001159592,0.9579860462,-8.1918979363,-0.6847500076,-0.0564287779,0.0000000000
0.6996691061,0.1498252501,0.0002809636,2.5609219760,-8.7255952276,0.5421066406,-0.2613403863,0.0000000000
0.6993509437,0.2597214840,0.0001533414,1.6799534170,-8.0522801930,-0.6164447883,-0.3487788004,0.0000000000
0.6993978724,0.1054726164,0.0003386742,2.1702456355,-8.2739318611,0.5269115258,-0.1562654703,0.0000000000
0.6999750655,0.2488044686,0.0001564785,1.8108312584,-8.8110520393,0.1622944008,-0.0294828204,0.0000000000
0.6994494163,0.2670305941,0.0001515011,0.8668908221,-8.8617586377,-0.0482395860,0.2533092960,0.0000000000
0.7011094217,0.0407121697,0.0004187105,2.1616825947,-8.6989846205,-0.2264322660,0.0168408146,0.0000000000
0.6999373137,0.0392333194,0.0004149776,1.1508319653,-8.6857978319,0.2167319656,0.0219858609,0.0000000000
0.7015652393,0.1425871513,0.0002879607,2.1719857896,-7.7938734283,0.2794164699,0.0580128225,0.0000000000
0.7008099557,0.1213360294,0.0003136514,1.3854952292,-8.3290674325,-0.7627079590,-0.0493484619,0.0000000000
0.6989073253,0.1040524347,0.0003419491,1.1443465481,-8.1188939256,0.1463949263,0.4080721789,0.0000000000
0.7016849495,0.0971150028,0.0003537385,1.4973847753,-8.7335501713,-0.1412849622,-0.2154132311,0.0000000000
0.6991427193,0.0419733224,0.0004314311,2.0384471959,-8.2616060749,0.2638961239,0.1780109186,0.0000000000
0.6996086557,0.1207186233,0.0003158023,1.4275578989,-8.1474926426,-0.3188261620,0.3910738675,0.0000000000
0.7015796066,0.0824560779,0.0003832634,2.2765993011,-8.6500632277,0.3171173716,-0.2703641812,0.0000000000
0.6987595944,0.0395318065,0.0004302185,1.6009881850,-8.8223702336,-0.6933680130,0.0861142970,0.0000000000
0.6994797685,0.1534848013,0.0002757557,0.9111533259,-7.4049421951,0.0940087601,-0.0454236110,0.0000000000
0.7012653596,0.0410879055,0.0004235743,1.1863152380,-8.5060982090,0.6489443904,-0.3923823516,0.0000000000
0.7014209818,0.1094144696,0.0003372398,1.4872637557,-8.6668947782,0.7257329180,-0.0264047406,0.0000000000
0.6987530049,0.0917736333,0.0003646323,1.8198094055,-7.4945988579,0.5352400954,0.1215846861,0.0000000000
0.6986964928,0.1035187397,0.0003471243,2.2442094068,-7.7786753100,0.8443470530,0.0050163268,0.0000000000
0.6991080288,0.0731318713,0.0003852311,0.9142193473,-7.2833222317,-0.2605791737,-0.1266115080,0.0000000000
0.6998217023,0.1217858581,0.0003128304,2.0028147413,-7.2435202505,0.3503876594,-0.0653012438,0.0000000000
0.7007274248,0.0650092897,0.0004053921,1.8436420662,-7.4476866552,-0.3991699356,-0.1066627492,0.0000000000
0.7005758104,0.0577438735,0.0004004136,1.6511812521,-8.3355526803,0.8595497107,0.0239441156,0.0000000000
0.7013109550,0.3508230512,0.0001351467,1.3663886182,-7.7140620603,0.7331723734,-0.2004605463,0.0000000000
0.6989669131,0.0527662966,0.0003896518,1.9249022213,-8.2809989951,0.9066456573,0.3587774344,0.0000000000
0.6999733775,0.0848174513,0.0003799010,1.5369755487,-8.8170005813,-0.1774965011,-0.0160516389,0.0000000000
0.7023818330,0.0563980833,0.0003946154,0.8022360541,-8.7611604445,-0.0241363194,0.1399276369,0.0000000000
0.6991750549,0.3729451462,0.0001311839,2.8323586672,-8.5290843792,-0.7744847130,-0.1100303377,0.0000000000
0.7013465453,0.1331957235,0.0002982308,1.8861861436,-8.1284195811,-0.3842978847,-0.0794559477,0.0000000000
0.6993009362,0.0959029739,0.0003580066,1.8982944773,-8.9063077893,-0.2203865717,-0.0743839872,0.0000000000
0.7013367336,0.1444302702,0.0002857189,1.5926021437,-7.7260040240,-0.7485057570,-0.0440875642,0.0000000000
0.6994063021,0.0393311773,0.0004279212,1.3316274210,-8.2012334465,0.4227430647,-0.1800812549,0.0000000000
0.6993542155,0.1167930746,0.0003200672,2.5407351231,-8.2227428442,-0.5899584094,0.2426187756,0.0000000000
0.7005429237,0.1456317541,0.0002842621,1.0182165726,-8.1725062190,-0.7958646847,0.0222012227,0.0000000000
0.6992540745,0.1114720315,0.0003272919,1.8417033294,-7.5738900267,0.4362257417,-0.0455196736,0.0000000000
0.7009162579,0.1536620268,0.0002766946,1.3662889840,-7.4668587321,-0.1978503490,-0.1228023677,0.0000000000
0.7004294988,0.0405465355,0.0004161816,1.1414265293,-8.9062924292,0.3552743403,-0.0401415679,0.0000000000
0.7008155715,0.1383959731,0.0002927272,1.1843944551,-7.2691577470,-0.1030360518,-0.0579509340,0.0000000000
0.7009320691,0.4598979056,0.0001175500,2.0226579101,-7.5669523045,-0.1642790462,-0.2369481033,0.0000000000
0.7006573364,0.1006943509,0.0003517680,0.3091454923,-8.4346024456,0.5796070236,0.1993477517,0.0000000000
0.7005511832,0.0659338138,0.0003910383,1.9585156566,-8.3775833724,-0.8344354541,-0.3144278666,0.0000000000
0.7003241773,0.0384053266,0.0004095647,1.1309783957,-7.9498233044,-0.9439625757,-0.0352164811,0.0000000000
0.6998741557,0.8556346512,0.0000741549,1.5692657767,-8.9118216492,0.0128925410,-0.0567704886,0.0000000000
0.6993589498,0.1376881355,0.0002933666,1.7992740653,-8.7874683939,0.6059510074,-0.2375803760,0.0000000000
0.7008363795,0.1148689740,0.0003259438,1.7277663130,-7.9459631018,-0.3010747279,-0.0425667276,0.0000000000
0.6997211278,0.0412412525,0.0004107418,2.2618044139,-7.9924934120,0.5278211146,0.3635993615,0.0000000000
0.7003736985,0.0411545161,0.0004221289,1.0759500077,-7.5185937021,0.7002225257,-0.1300638277,0.0000000000
0.7000975820,0.0650382967,0.0003859118,2.3051950569,-7.3222910965,0.2032963828,0.2916772969,0.0000000000
0.7008633359,0.0756250832,0.0003930951,2.2195663564,-7.9925720818,0.7598535451,-0.4668378278,0.0000000000
0.6993202322,0.0395190572,0.0004089482,1.3488077161,-8.5000681579,-0.3180112230,0.1073732165,0.0000000000
0.7006173118,0.0387017663,0.0004088345,2.0162866659,-7.5625703650,-0.0350272988,-0.0669887382,0.0000000000
0.7004746025,0.1308754259,0.0003013859,1.9523683303,-8.6153682627,0.4091794029,-0.1614627669,0.0000000000
0.7003748018,0.0417152444,0.0004341073,2.4075685615,-8.6885283358,0.3620027575,0.0513711449,0.0000000000
0.6980794880,0.1194065844,0.0003179588,1.1789598445,-8.5375995034,-0.7006111569,-0.3064265668,0.0000000000
0.6993358168,0.0404701397,0.0004337448,2.5894892786,-8.3976350019,-0.4524089549,-0.1916300011,0.0000000000
0.6990635019,0.1197185715,0.0003174960,2.5970424461,-8.9078611535,-0.1051147480,0.1828507600,0.0000000000
0.7000208429,0.0941147455,0.0003623509,1.3071430132,-8.8468146032,-0.4295213733,0.2573828497,0.0000000000
0.7012128255,0.1472996935,0.0002824794,2.2943907814,-8.1779920769,0.6698810610,-0.0405513188,0.0000000000
0.6988982294,1.1970996830,0.0000554626,1.9711386223,-8.7163076000,-0.4725720454,0.4567583887,0.0000000000
0.6990210128,0.1123503943,0.0003309314,1.0831275941,-8.6231941167,0.6914026691,0.3302491835,0.0000000000
0.7013246573,0.1125517838,0.0003300066,1.5638391928,-8.5286242018,0.6487804623,0.1363130245,0.0000000000
0.6995042492,0.1233538796,0.0003145189,2.6307986251,-8.7134615925,0.5278825683,0.5404166154,0.0000000000
0.7000537879,0.5250091603,0.0001089078,2.0599416361,-7.6799372416,0.4171865936,0.2979278636,0.0000000000
0.7014076186,0.0995656753,0.0003537334,2.2036904832,-8.7426072090,-0.0180548721,-0.1000744311,0.0000000000
0.7010752031,0.1289754995,0.0003041155,0.6690672556,-8.3451765743,-0.7251754964,0.4787805182,0.0000000000
0.7017877839,0.0672671896,0.0004021473,0.7185984820,-8.6171909564,0.7273558920,0.1802595003,0.0000000000
0.7003532651,0.0413256167,0.0004156316,1.6751383901,-7.8759997938,-0.6445420648,0.2536276379,0.0000000000
0.6996190171,0.1554338152,0.0002743336,2.7089607606,-8.2972947628,-0.2256427807,0.2416726700,0.0000000000
0.7009321205,0.2445181486,0.0001579559,2.7560551163,-7.2768249075,-0.0092694112,0.0757626449,0.0000000000
0.7004904586,0.0915084314,0.0003672592,2.3311627988,-8.1319002101,-0.6138382568,0.0385787121,0.0000000000
0.7000644786,0.0551528313,0.0003944827,1.1705756817,-7.8023913950,0.0726448166,0.0007559748,0.0000000000
0.6996193009,0.1046524019,0.0003428587,0.6826894199,-7.8096733982,-0.5448983698,0.2510021382,0.0000000000
0.6984516623,0.0866117872,0.0003749165,2.0043476296,-7.3504088343,-0.5753376271,0.2021962976,0.0000000000
0.6988976259,0.0575736355,0.0003913138,1.3096249040,-7.4261938491,0.2809813222,0.1957489055,0.0000000000
0.7008771869,0.2876604605,0.0001470600,1.8618471263,-7.9543308763,0.1898214061,0.1088670913,0.0000000000
0.6995621008,0.0397421881,0.0004164060,2.2735620499,-7.6282419118,0.0319685148,0.0288488731,0.0000000000
0.6992639455,0.0563216661,0.0003845788,1.7307540180,-8.1913584097,0.5996313520,-0.5972132237,0.0000000000
0.7009997956,0.2198328092,0.0001644460,0.4211639064,-7.9066492199,-0.5001856203,0.1953421245,0.0000000000
0.7020037899,1.2513437502,0.0000532888,1.6351394600,-7.8318717397,0.2627916683,-0.0951492046,0.0000000000
0.6998365396,0.0601719296,0.0004061771,2.1975167285,-8.3789601570,-0.6300896592,0.1915539509,0.0000000000
0.7004525825,0.0383476420,0.0004206757,1.0940103532,-9.0637218161,0.0473417618,0.2250236535,0.0000000000
0.6989683990,0.4201771851,0.0001235415,1.1927872021,-8.1482586668,0.1559991425,-0.1890192389,0.0000000000
0.7009590493,0.0402648085,0.0004136437,2.6769477852,-7.8100545495,-0.6800133447,0.2244116799,0.0000000000
0.7006872764,0.1046866057,0.0003430875,1.5798025069,-8.5699768848,-0.3982512235,-0.1098711374,0.0000000000
0.7024561842,0.1472666607,0.0002819103,1.1995293551,-7.8747928814,-0.6282165590,0.3652181323,0.0000000000
0.6984668392,0.0999913761,0.0003506101,2.2170127082,-7.3798411155,-0.5786686086,-0.1815252645,0.0000000000
0.6976617252,0.2642020539,0.0001527599,1.2779584069,-7.8154390759,0.7129020248,0.1223964865,0.0000000000
0.7001069874,0.1047921650,0.0003424612,0.3631882118,-7.7775022977,-0.7363575687,-0.1708820103,0.0000000000
0.7010487113,0.0956972328,0.0003572825,2.3881645935,-7.4656930180,0.3658647534,0.2159794297,0.0000000000
0.6988612780,0.1566324065,0.0002722162,0.7646539160,-7.9017488033,-0.9479661498,-0.0262510470,0.0000000000
0.6980932286,0.0917114693,0.0003666908,1.7003308255,-7.3708164041,0.5934751213,0.0014286669,0.0000000000
0.7015049561,0.1994886118,0.0001795216,1.6488359573,-7.8213250581,-0.7271908568,0.0352186247,0.0000000000
0.6993392359,0.0664667942,0.0004044473,2.1060442225,-8.9343186659,-0.5028793234,0.0358340772,0.0000000000
0.6991478890,0.3322105024,0.0001385774,1.2975353436,-8.3597215606,-0.5616272525,-0.2634619801,0.0000000000
0.6996174525,0.0392573153,0.0004159467,1.3707001375,-7.5592394376,-0.6703686795,-0.2608208871,0.0000000000
0.7003193645,0.1447670724,0.0002847939,0.4543854282,-8.3882663102,0.4441133913,-0.4807991255,0.0000000000
0.6991719800,0.1127457711,0.0003298496,1.9102755800,-8.5152266797,0.2741557975,-0.1066021355,0.0000000000
0.6992595655,0.1500916939,0.0002801774,1.4375885789,-8.4764091168,0.6278923371,0.0576607945,0.0000000000
0.6983356625,0.1544572732,0.0002758360,1.8380093279,-8.7165293451,0.0276657603,0.2921213195,0.0000000000
0.7010979253,0.0960124271,0.0003581165,1.8954003063,-8.7169033164,-0.5722606185,0.0615870698,0.0000000000
0.7000131448,0.0806691143,0.0003854692,1.2883037993,-9.0377500829,0.1052515098,0.0464154504,0.0000000000
0.6994456509,0.1519045591,0.0002775511,2.7403810677,-7.2903032034,0.1952025063,0.0448861288,0.0000000000
0.7020581939,0.1205647430,0.0003151469,2.3556134397,-9.0995071179,0.0510944566,0.0390322787,0.0000000000
0.7000221615,0.1275758838,0.0003049634,1.0640819989,-8.7763562719,-0.3753036821,0.5502437329,0.0000000000
0.7005502159,0.1152586670,0.0003238915,1.3985929501,-8.5086041739,-0.0051806618,-0.3830108597,0.0000000000
0.7005907288,0.0407919977,0.0004116142,1.9137638370,-7.4943638798,-0.3022008821,-0.0956207967,0.0000000000
0.7002967228,0.4583496070,0.0001177329,2.2470643930,-7.8101231637,-0.6738330116,0.1463240503,0.0000000000
0.7008715831,0.1165908360,0.0003210550,0.5695846594,-8.1242539753,0.7376219835,-0.0389711852,0.0000000000
0.7011387930,0.0400851495,0.0004144972,1.6499349042,-8.4076533935,-0.3438664437,-0.0353460957,0.0000000000
0.7015834928,0.3204962236,0.0001405905,1.8491710751,-8.1629740542,0.8651720252,0.0466520460,0.0000000000
0.7005556207,0.0691175373,0.0003972554,1.3741815343,-9.1091841228,-0.1018761626,-0.0684025149,0.0000000000
0.7003567935,0.1263616654,0.0003049603,1.3553442785,-8.6612792050,0.8176176183,-0.0229156229,0.0000000000
0.6999483097,0.0508084179,0.0003940775,2.0653918744,-8.5193654170,0.5320256835,0.2511222192,0.0000000000
0.7007313583,0.0694058621,0.0003909233,0.3840676486,-8.5284133070,-0.4455416497,-0.1919852559,0.0000000000
0.7001918040,0.1318939238,0.0003023949,1.8205761882,-7.4102949346,0.5783702696,0.0473754840,0.0000000000
0.6995730046,0.1066710885,0.0003375890,2.8108760484,-8.7529388594,-0.2965938882,0.5508520814,0.0000000000
0.7011438333,0.1336640498,0.0003001546,1.6088732147,-8.1211955121,-0.5854927058,-0.4693349109,0.0000000000
0.7005486223,0.4286945439,0.0001222567,1.8611642399,-7.5099631357,0.1153132357,0.3046424496,0.0000000000
0.7006858137,0.1050755353,0.0003390317,2.5863063132,-8.1463823023,0.7322218966,-0.0731256043,0.0000000000
0.7013238568,0.0657450693,0.0003849554,1.5525052064,-7.4221276670,0.5924815246,-0.0650585393,0.0000000000
0.7014217115,0.0421820769,0.0004277072,0.5770079246,-8.1391984116,-0.3759791168,0.2158793782,0.0000000000
0.7010634651,0.0869789935,0.0003750663,1.9715907576,-8.3564966605,0.1258649509,-0.2119584459,0.0000000000
0.6987297096,0.7124089453,0.0000863513,2.4255709696,-8.3718966033,-0.9173007397,0.2942302457,0.0000000000
0.7003825895,0.0950454217,0.0003606580,0.9087498088,-7.4505689865,-0.5024774713,-0.2091861808,0.0000000000
0.7000998795,0.0859210523,0.0003794358,2.2341353391,-8.4808860965,-0.3047864440,-0.0056615435,0.0000000000
0.7000490900,0.1131783636,0.0003298825,1.5595923155,-7.9320578346,-0.7341642945,0.6029907658,0.0000000000
0.7006109822,0.1638461809,0.0002662619,1.6490856801,-8.9502937877,0.3889712929,0.0305348368,0.0000000000
